12th	19525800.txt:1 
regarded	19525800.txt:4 
regimen	19525800.txt:1 
regularly	19525800.txt:1 
reins	19525800.txt:1 
relative	19525800.txt:1 
relieve	19525800.txt:1 
religious	19525800.txt:3 
remaining	19525800.txt:3 
remarkable	19525800.txt:1 
reminded	19525800.txt:1 
remounted	19525800.txt:1 
removal	19525800.txt:1 
renew	19525800.txt:1 
repair	19525800.txt:5 
repairs	19525800.txt:1 
repelled	19525800.txt:1 
repentance	19525800.txt:1 
repented	19525800.txt:1 
repetition	19525800.txt:3 
report	19525800.txt:9 
reports	19525800.txt:2 
representations	19525800.txt:1 
represents	19525800.txt:1 
reprimand	19525800.txt:1 
reproaching	19525800.txt:1 
required	19525800.txt:7 
resentment	19525800.txt:2 
resign	19525800.txt:2 
resolve	19525800.txt:1 
respect	19525800.txt:4 
respectful	19525800.txt:3 
respectfulness	19525800.txt:1 
restful	19525800.txt:1 
restraint	19525800.txt:5 
retain	19525800.txt:3 
retainer	19525800.txt:1 
retorted	19525800.txt:1 
returned	19525800.txt:43 
review	19525800.txt:2 
revoir	19525800.txt:1 
rex	19525800.txt:1 
ricevolute	19525800.txt:1 
richard	19525800.txt:3 
riddance	19525800.txt:1 
riddles	19525800.txt:1 
ride	19525800.txt:16 
rides	19525800.txt:1 
righted	19525800.txt:1 
righteous	19525800.txt:1 
rise	19525800.txt:3 
risen	19525800.txt:3 
rod	19525800.txt:1 
romancing	19525800.txt:1 
rome	19525800.txt:1 
room	19525800.txt:101 
rooms	19525800.txt:13 
rosecolour	19525800.txt:1 
rosecoloured	19525800.txt:2 
rotten	19525800.txt:1 
rounded	19525800.txt:1 
roused	19525800.txt:5 
rowe	19525800.txt:1 
rowed	19525800.txt:2 
ruby	19525800.txt:2 
ruff	19525800.txt:1 
ruffling	19525800.txt:1 
rule	19525800.txt:2 
rundell	19525800.txt:4 
rural	19525800.txt:2 
rush	19525800.txt:3 
rushing	19525800.txt:6 
russell	19525800.txt:1 
rusticity	19525800.txt:2 
sabre	19525800.txt:1 
sacrificed	19525800.txt:1 
sadness	19525800.txt:1 
safe	19525800.txt:15 
sagacity	19525800.txt:1 
sail	19525800.txt:1 
saints	19525800.txt:1 
sake	19525800.txt:24 
sallow	19525800.txt:1 
salver	19525800.txt:1 
sanded	19525800.txt:1 
sandys	19525800.txt:4 
sang	19525800.txt:5 
satirical	19525800.txt:1 
satisfaction	19525800.txt:5 
satisfactory	19525800.txt:1 
satisfied	19525800.txt:8 
saucers	19525800.txt:1 
saving	19525800.txt:2 
sayonly	19525800.txt:1 
scale	19525800.txt:1 
scantily	19525800.txt:1 
scanty	19525800.txt:3 
scar	19525800.txt:1 
scholar	19525800.txt:2 
school	19525800.txt:12 
schooling	19525800.txt:1 
scolding	19525800.txt:2 
scotland	19525800.txt:2 
scottish	19525800.txt:3 
scrape	19525800.txt:1 
scraped	19525800.txt:1 
scratching	19525800.txt:1 
screamed	19525800.txt:3 
screaming	19525800.txt:1 
scrip	19525800.txt:1 
scruples	19525800.txt:5 
secondary	19525800.txt:1 
secondbest	19525800.txt:1 
secretary	19525800.txt:2 
securing	19525800.txt:3 
sedanchair	19525800.txt:1 
sedans	19525800.txt:1 
selfcommand	19525800.txt:1 
selfimportance	19525800.txt:1 
selflove	19525800.txt:1 
selfrespect	19525800.txt:1 
semiramis	19525800.txt:1 
sennight	19525800.txt:1 
sentences	19525800.txt:1 
sentiment	19525800.txt:1 
serious	19525800.txt:4 
servantmiss	19525800.txt:1 
service	19525800.txt:28 
settling	19525800.txt:2 
seven	19525800.txt:8 
severely	19525800.txt:5 
shabby	19525800.txt:2 
shadowed	19525800.txt:1 
shafttennyson	19525800.txt:1 
shalt	19525800.txt:1 
sham	19525800.txt:1 
shapely	19525800.txt:1 
sharing	19525800.txt:1 
she	19525800.txt:1462 
shedragon	19525800.txt:1 
sheeted	19525800.txt:1 
shelf	19525800.txt:2 
sheltered	19525800.txt:2 
shes	19525800.txt:3 
shield	19525800.txt:2 
shielding	19525800.txt:1 
shields	19525800.txt:2 
shipper	19525800.txt:1 
shod	19525800.txt:1 
shopping	19525800.txt:1 
short	19525800.txt:15 
shoulder	19525800.txt:7 
shoulders	19525800.txt:8 
showered	19525800.txt:1 
shrilled	19525800.txt:1 
shrinking	19525800.txt:2 
shutter	19525800.txt:1 
shy	19525800.txt:3 
siege	19525800.txt:2 
sighed	19525800.txt:5 
sights	19525800.txt:1 
signal	19525800.txt:1 
signposts	19525800.txt:1 
silk	19525800.txt:12 
silks	19525800.txt:2 
similar	19525800.txt:1 
simplehearted	19525800.txt:1 
sin	19525800.txt:1 
since	19525800.txt:76 
singers	19525800.txt:1 
singlehanded	19525800.txt:1 
sire	19525800.txt:1 
sirsir	19525800.txt:1 
sisterinlaw	19525800.txt:9 
sisterly	19525800.txt:1 
situation	19525800.txt:8 
six	19525800.txt:10 
sixteen	19525800.txt:2 
sixteenth	19525800.txt:1 
sixth	19525800.txt:1 
skimming	19525800.txt:1 
slain	19525800.txt:2 
sleepy	19525800.txt:1 
slices	19525800.txt:2 
slip	19525800.txt:2 
slipped	19525800.txt:4 
slippery	19525800.txt:1 
slips	19525800.txt:2 
smartlypainted	19525800.txt:1 
smiled	19525800.txt:6 
smiles	19525800.txt:1 
smoked	19525800.txt:1 
smoother	19525800.txt:1 
smoothing	19525800.txt:1 
snows	19525800.txt:1 
soap	19525800.txt:2 
sobbed	19525800.txt:3 
soberly	19525800.txt:2 
society	19525800.txt:9 
sofa	19525800.txt:1 
softened	19525800.txt:1 
softly	19525800.txt:3 
solar	19525800.txt:1 
sole	19525800.txt:5 
solidity	19525800.txt:1 
soliloquy	19525800.txt:1 
something	19525800.txt:49 
sonnet	19525800.txt:3 
sonnets	19525800.txt:1 
soothe	19525800.txt:2 
sorry	19525800.txt:11 
sounding	19525800.txt:2 
sounds	19525800.txt:7 
soup	19525800.txt:2 
sown	19525800.txt:1 
spaniel	19525800.txt:1 
spanish	19525800.txt:3 
spark	19525800.txt:8 
species	19525800.txt:1 
spectacles	19525800.txt:2 
spectre	19525800.txt:1 
speechless	19525800.txt:3 
spellingbook	19525800.txt:1 
spenser	19525800.txt:3 
spinneys	19525800.txt:1 
splendour	19525800.txt:3 
sports	19525800.txt:2 
spruce	19525800.txt:1 
stagnation	19525800.txt:2 
stamping	19525800.txt:2 
standish	19525800.txt:1 
stands	19525800.txt:2 
stared	19525800.txt:1 
startled	19525800.txt:14 
starts	19525800.txt:1 
state	19525800.txt:18 
staunch	19525800.txt:1 
staunton	19525800.txt:1 
steamer	19525800.txt:1 
steep	19525800.txt:1 
steersmans	19525800.txt:2 
stentorian	19525800.txt:1 
stewart	19525800.txt:1 
stiff	19525800.txt:8 
stiffest	19525800.txt:1 
stiggins	19525800.txt:1 
stile	19525800.txt:3 
stillness	19525800.txt:2 
stimulating	19525800.txt:1 
stimulus	19525800.txt:1 
stir	19525800.txt:2 
stonepaved	19525800.txt:1 
stoop	19525800.txt:1 
storey	19525800.txt:2 
storm	19525800.txt:3 
stout	19525800.txt:15 
straits	19525800.txt:1 
street	19525800.txt:12 
streets	19525800.txt:1 
stricken	19525800.txt:1 
strictest	19525800.txt:1 
strike	19525800.txt:3 
string	19525800.txt:1 
striped	19525800.txt:2 
stripes	19525800.txt:1 
striplingfor	19525800.txt:1 
struck	19525800.txt:7 
struggles	19525800.txt:1 
stubble	19525800.txt:1 
studiously	19525800.txt:1 
stuffed	19525800.txt:2 
stuffiness	19525800.txt:1 
stuffing	19525800.txt:1 
sturdy	19525800.txt:1 
subdued	19525800.txt:2 
subjected	19525800.txt:1 
succeeded	19525800.txt:3 
successful	19525800.txt:2 
such	19525800.txt:139 
sudden	19525800.txt:11 
sufferance	19525800.txt:1 
sufficiently	19525800.txt:1 
suitor	19525800.txt:5 
suitors	19525800.txt:1 
summarily	19525800.txt:1 
summat	19525800.txt:1 
summerhouse	19525800.txt:2 
sung	19525800.txt:2 
supplied	19525800.txt:3 
supplies	19525800.txt:2 
supported	19525800.txt:1 
suppose	19525800.txt:16 
supremely	19525800.txt:1 
surrender	19525800.txt:2 
suspicion	19525800.txt:7 
suspicious	19525800.txt:1 
swerved	19525800.txt:1 
swore	19525800.txt:3 
symmetrical	19525800.txt:1 
sympathised	19525800.txt:1 
table	19525800.txt:31 
tablecloth	19525800.txt:2 
talbot	19525800.txt:1 
talking	19525800.txt:9 
tap	19525800.txt:2 
taper	19525800.txt:1 
tapestry	19525800.txt:5 
tapis	19525800.txt:1 
tardily	19525800.txt:1 
task	19525800.txt:15 
tasks	19525800.txt:3 
taste	19525800.txt:9 
tasteful	19525800.txt:1 
tate	19525800.txt:1 
tearing	19525800.txt:1 
tease	19525800.txt:4 
technical	19525800.txt:1 
telling	19525800.txt:13 
tenderest	19525800.txt:1 
term	19525800.txt:2 
terms	19525800.txt:7 
terrifying	19525800.txt:1 
teteatete	19525800.txt:2 
tethered	19525800.txt:1 
th	19525800.txt:1 
thankful	19525800.txt:7 
thatall	19525800.txt:1 
their	19525800.txt:226 
them	19525800.txt:249 
thence	19525800.txt:3 
ther	19525800.txt:1 
theres	19525800.txt:23 
thereupon	19525800.txt:2 
theyve	19525800.txt:3 
thin	19525800.txt:3 
thirty	19525800.txt:3 
this	19525800.txt:308 
thomson	19525800.txt:2 
thomsons	19525800.txt:2 
thorn	19525800.txt:2 
thought	19525800.txt:109 
thoughtful	19525800.txt:3 
thoughts	19525800.txt:5 
thrilled	19525800.txt:2 
throbbing	19525800.txt:3 
throne	19525800.txt:2 
thundering	19525800.txt:4 
tiled	19525800.txt:1 
tilltill	19525800.txt:1 
timid	19525800.txt:2 
tinder	19525800.txt:1 
tinier	19525800.txt:1 
tittering	19525800.txt:1 
toast	19525800.txt:2 
today	19525800.txt:8 
toil	19525800.txt:1 
toils	19525800.txt:2 
token	19525800.txt:5 
told	19525800.txt:51 
tomorrow	19525800.txt:6 
took	19525800.txt:60 
touching	19525800.txt:2 
towel	19525800.txt:1 
towers	19525800.txt:2 
tradesfolk	19525800.txt:2 
transformation	19525800.txt:1 
transported	19525800.txt:3 
traveller	19525800.txt:3 
travellers	19525800.txt:2 
treasures	19525800.txt:1 
treatment	19525800.txt:2 
treforth	19525800.txt:11 
tremulous	19525800.txt:1 
trial	19525800.txt:3 
tricks	19525800.txt:5 
trifle	19525800.txt:3 
trifled	19525800.txt:1 
trifling	19525800.txt:2 
trimlooking	19525800.txt:1 
triumphantly	19525800.txt:2 
trophies	19525800.txt:1 
trusting	19525800.txt:3 
turbulent	19525800.txt:1 
turkey	19525800.txt:1 
turquoisecoloured	19525800.txt:1 
twelfth	19525800.txt:1 
twice	19525800.txt:6 
twickenham	19525800.txt:1 
twin	19525800.txt:1 
twins	19525800.txt:1 
twoshoes	19525800.txt:1 
ultimately	19525800.txt:1 
unabated	19525800.txt:1 
unable	19525800.txt:7 
unaccompanied	19525800.txt:1 
unadorned	19525800.txt:1 
unawakened	19525800.txt:1 
unbarred	19525800.txt:1 
uncarpeted	19525800.txt:1 
uncertainty	19525800.txt:1 
unchangeddl	19525800.txt:1 
unchecked	19525800.txt:2 
uncle	19525800.txt:42 
unclosed	19525800.txt:1 
unclosing	19525800.txt:1 
uncommon	19525800.txt:1 
unconscious	19525800.txt:1 
unconsciously	19525800.txt:1 
undergo	19525800.txt:1 
undertake	19525800.txt:1 
undeserved	19525800.txt:1 
undesired	19525800.txt:1 
undisguised	19525800.txt:1 
undisturbed	19525800.txt:1 
undoing	19525800.txt:1 
uneasy	19525800.txt:3 
unendurable	19525800.txt:1 
unentailed	19525800.txt:1 
unexpected	19525800.txt:2 
unfamiliar	19525800.txt:1 
unfortunate	19525800.txt:9 
ungratefully	19525800.txt:1 
unheeded	19525800.txt:1 
univalve	19525800.txt:1 
unkindness	19525800.txt:1 
unless	19525800.txt:12 
unobscured	19525800.txt:1 
unpaid	19525800.txt:1 
unrolled	19525800.txt:1 
unserviceable	19525800.txt:1 
unspoilt	19525800.txt:2 
untruths	19525800.txt:1 
unusual	19525800.txt:2 
unwonted	19525800.txt:3 
unwontedly	19525800.txt:2 
upon	19525800.txt:55 
upright	19525800.txt:6 
urged	19525800.txt:1 
urgent	19525800.txt:3 
using	19525800.txt:1 
usurped	19525800.txt:2 
vain	19525800.txt:15 
valet	19525800.txt:1 
valiantly	19525800.txt:1 
valued	19525800.txt:2 
van	19525800.txt:5 
vanished	19525800.txt:7 
vary	19525800.txt:1 
vaster	19525800.txt:1 
vehicle	19525800.txt:1 
vehicles	19525800.txt:1 
venturesome	19525800.txt:1 
venuss	19525800.txt:1 
vermeilie	19525800.txt:1 
vexations	19525800.txt:1 
vexed	19525800.txt:1 
vicarage	19525800.txt:1 
victory	19525800.txt:1 
vienna	19525800.txt:8 
vilely	19525800.txt:1 
violent	19525800.txt:3 
viper	19525800.txt:1 
virtu	19525800.txt:1 
virtue	19525800.txt:1 
visions	19525800.txt:1 
visitor	19525800.txt:13 
visitors	19525800.txt:4 
vizard	19525800.txt:1 
voluntary	19525800.txt:1 
vowing	19525800.txt:2 
voyage	19525800.txt:2 
waitingmaid	19525800.txt:6 
waking	19525800.txt:3 
waldron	19525800.txt:1 
wales	19525800.txt:1 
walking	19525800.txt:5 
walnutwood	19525800.txt:1 
wander	19525800.txt:2 
wandering	19525800.txt:2 
war	19525800.txt:6 
ward	19525800.txt:1 
wardrobe	19525800.txt:4 
warn	19525800.txt:1 
warned	19525800.txt:5 
wars	19525800.txt:1 
wash	19525800.txt:5 
washed	19525800.txt:3 
washes	19525800.txt:1 
watch	19525800.txt:12 
watford	19525800.txt:2 
wave	19525800.txt:2 
waved	19525800.txt:6 
wayold	19525800.txt:1 
we	19525800.txt:147 
weariness	19525800.txt:2 
wearing	19525800.txt:2 
wearisome	19525800.txt:3 
wed	19525800.txt:3 
wedded	19525800.txt:6 
weeksso	19525800.txt:1 
weirdlooking	19525800.txt:1 
wenches	19525800.txt:1 
were	19525800.txt:412 
wheatfield	19525800.txt:17 
whenever	19525800.txt:10 
wherries	19525800.txt:1 
whether	19525800.txt:61 
whimsies	19525800.txt:1 
whispersoh	19525800.txt:1 
whispersshe	19525800.txt:1 
white	19525800.txt:68 
whitening	19525800.txt:1 
wholesale	19525800.txt:1 
wholesome	19525800.txt:1 
wholly	19525800.txt:2 
whose	19525800.txt:39 
wicked	19525800.txt:9 
wide	19525800.txt:2 
wildly	19525800.txt:1 
wilfully	19525800.txt:1 
will	19525800.txt:356 
wills	19525800.txt:3 
windows	19525800.txt:16 
windowsill	19525800.txt:1 
windsor	19525800.txt:6 
wine	19525800.txt:10 
wise	19525800.txt:7 
wisest	19525800.txt:1 
wit	19525800.txt:2 
witches	19525800.txt:1 
witchlike	19525800.txt:1 
withdrawn	19525800.txt:2 
withdrew	19525800.txt:3 
wits	19525800.txt:5 
womans	19525800.txt:3 
women	19525800.txt:17 
won	19525800.txt:4 
wordshe	19525800.txt:1 
wore	19525800.txt:8 
worker	19525800.txt:1 
working	19525800.txt:2 
wormholes	19525800.txt:1 
worse	19525800.txt:24 
worshipp	19525800.txt:1 
worst	19525800.txt:7 
would	19525800.txt:428 
wrapper	19525800.txt:1 
wrath	19525800.txt:6 
wreck	19525800.txt:2 
write	19525800.txt:16 
wrought	19525800.txt:2 
x	19525800.txt:2 
xi	19525800.txt:2 
xii	19525800.txt:2 
xiii	19525800.txt:2 
xix	19525800.txt:2 
xx	19525800.txt:2 
xxi	19525800.txt:2 
xxii	19525800.txt:2 
xxiii	19525800.txt:2 
xxix	19525800.txt:2 
xxx	19525800.txt:2 
xxxi	19525800.txt:2 
xxxii	19525800.txt:2 
yield	19525800.txt:7 
yoke	19525800.txt:3 
youll	19525800.txt:18 
younger	19525800.txt:8 
yourselves	19525800.txt:2 
youthfulness	19525800.txt:1 
youyes	19525800.txt:1 
14th	19525800.txt:1 
1729	19525800.txt:2 
19	19525800.txt:1 
200	19525800.txt:1 
abandon	19525800.txt:1 
abduction	19525800.txt:1 
abhorred	19525800.txt:1 
abiding	19525800.txt:1 
abigail	19525800.txt:1 
abstain	19525800.txt:1 
accept	19525800.txt:9 
accesses	19525800.txt:1 
accessible	19525800.txt:1 
accident	19525800.txt:1 
accolade	19525800.txt:1 
accompaniment	19525800.txt:1 
accompanying	19525800.txt:2 
accomplishment	19525800.txt:1 
accoutrements	19525800.txt:1 
accursed	19525800.txt:1 
accustomed	19525800.txt:4 
ache	19525800.txt:1 
ached	19525800.txt:1 
achilles	19525800.txt:3 
acquiesce	19525800.txt:1 
acquisitions	19525800.txt:1 
actual	19525800.txt:3 
actuate	19525800.txt:1 
adaptation	19525800.txt:1 
adapted	19525800.txt:3 
addison	19525800.txt:1 
additional	19525800.txt:1 
addle	19525800.txt:1 
administered	19525800.txt:2 
admiration	19525800.txt:4 
adorertis	19525800.txt:1 
adorned	19525800.txt:5 
advanced	19525800.txt:4 
advances	19525800.txt:3 
advocacy	19525800.txt:1 
affix	19525800.txt:1 
affording	19525800.txt:1 
africa	19525800.txt:1 
afternoon	19525800.txt:10 
afterwards	19525800.txt:11 
against	19525800.txt:41 
age	19525800.txt:27 
aged	19525800.txt:3 
ages	19525800.txt:2 
ago	19525800.txt:20 
agree	19525800.txt:1 
ah	19525800.txt:44 
air	19525800.txt:19 
airs	19525800.txt:3 
aisle	19525800.txt:3 
alcove	19525800.txt:1 
alderman	19525800.txt:2 
ale	19525800.txt:2 
alert	19525800.txt:2 
already	19525800.txt:16 
also	19525800.txt:14 
altercation	19525800.txt:1 
altering	19525800.txt:1 
altho	19525800.txt:1 
altogether	19525800.txt:7 
am	19525800.txt:116 
amazing	19525800.txt:1 
amid	19525800.txt:4 
amiss	19525800.txt:4 
amorets	19525800.txt:4 
amused	19525800.txt:4 
amyass	19525800.txt:7 
ancestral	19525800.txt:1 
ancient	19525800.txt:2 
andendearmentswhile	19525800.txt:1 
angels	19525800.txt:4 
angles	19525800.txt:1 
another	19525800.txt:74 
anstice	19525800.txt:2 
antiquated	19525800.txt:2 
anxiously	19525800.txt:4 
anywhere	19525800.txt:1 
apart	19525800.txt:3 
apartment	19525800.txt:6 
apartments	19525800.txt:4 
aperture	19525800.txt:1 
apologizing	19525800.txt:1 
apology	19525800.txt:4 
appearance	19525800.txt:7 
appears	19525800.txt:2 
appendages	19525800.txt:1 
appointments	19525800.txt:1 
approaching	19525800.txt:1 
appropriated	19525800.txt:2 
april	19525800.txt:3 
aprons	19525800.txt:1 
apuleius	19525800.txt:4 
ar	19525800.txt:1 
arabella	19525800.txt:9 
arabellas	19525800.txt:2 
archer	19525800.txt:15 
archness	19525800.txt:1 
aresfieldbut	19525800.txt:1 
armed	19525800.txt:1 
army	19525800.txt:5 
around	19525800.txt:7 
arrival	19525800.txt:15 
arrive	19525800.txt:3 
arrogance	19525800.txt:1 
artful	19525800.txt:3 
articles	19525800.txt:3 
artlessness	19525800.txt:2 
ashamed	19525800.txt:3 
asleep	19525800.txt:7 
asnear	19525800.txt:1 
assent	19525800.txt:1 
assented	19525800.txt:1 
assurance	19525800.txt:8 
assure	19525800.txt:8 
astonished	19525800.txt:4 
atmosphere	19525800.txt:4 
atop	19525800.txt:1 
attach	19525800.txt:1 
attitude	19525800.txt:2 
augury	19525800.txt:1 
aurelie	19525800.txt:1 
availing	19525800.txt:2 
avenue	19525800.txt:1 
avert	19525800.txt:1 
aves	19525800.txt:1 
avium	19525800.txt:1 
avoid	19525800.txt:3 
awake	19525800.txt:8 
awns	19525800.txt:1 
azure	19525800.txt:1 
babyish	19525800.txt:1 
back	19525800.txt:78 
backs	19525800.txt:1 
bade	19525800.txt:8 
baffled	19525800.txt:2 
baint	19525800.txt:2 
ball	19525800.txt:10 
ballads	19525800.txt:1 
balls	19525800.txt:2 
baneful	19525800.txt:1 
bareheaded	19525800.txt:1 
barely	19525800.txt:3 
barley	19525800.txt:1 
barred	19525800.txt:2 
base	19525800.txt:1 
basket	19525800.txt:8 
bathe	19525800.txt:1 
bathing	19525800.txt:1 
battered	19525800.txt:1 
battery	19525800.txt:1 
baulked	19525800.txt:1 
bay	19525800.txt:4 
bearing	19525800.txt:6 
because	19525800.txt:33 
become	19525800.txt:21 
becoming	19525800.txt:8 
befall	19525800.txt:1 
befitting	19525800.txt:2 
befriend	19525800.txt:1 
begging	19525800.txt:5 
behave	19525800.txt:3 
behaving	19525800.txt:1 
belamours	19525800.txt:43 
belfry	19525800.txt:1 
belle	19525800.txt:30 
benches	19525800.txt:1 
benefit	19525800.txt:4 
berries	19525800.txt:1 
berwick	19525800.txt:2 
beset	19525800.txt:2 
besieged	19525800.txt:1 
bethhoron	19525800.txt:1 
betook	19525800.txt:4 
bewitching	19525800.txt:2 
bidden	19525800.txt:5 
big	19525800.txt:14 
bigger	19525800.txt:2 
blackandgold	19525800.txt:1 
blameor	19525800.txt:1 
blaze	19525800.txt:3 
blending	19525800.txt:1 
blessed	19525800.txt:4 
blessing	19525800.txt:11 
blew	19525800.txt:2 
blind	19525800.txt:7 
bliss	19525800.txt:3 
bloodshed	19525800.txt:1 
blooming	19525800.txt:3 
blow	19525800.txt:3 
blown	19525800.txt:1 
blows	19525800.txt:1 
blunder	19525800.txt:1 
blushed	19525800.txt:1 
blushes	19525800.txt:1 
blushing	19525800.txt:6 
bobwig	19525800.txt:1 
boots	19525800.txt:4 
borders	19525800.txt:3 
boromhe	19525800.txt:1 
bought	19525800.txt:2 
bound	19525800.txt:15 
bowl	19525800.txt:4 
bowls	19525800.txt:3 
boyish	19525800.txt:1 
breakfast	19525800.txt:10 
breakwistfor	19525800.txt:1 
bribe	19525800.txt:1 
bribing	19525800.txt:1 
bridegroom	19525800.txt:8 
brilliance	19525800.txt:1 
broiling	19525800.txt:1 
broke	19525800.txt:23 
brook	19525800.txt:3 
brother	19525800.txt:59 
brotherour	19525800.txt:1 
brought	19525800.txt:65 
brute	19525800.txt:1 
buckskins	19525800.txt:1 
bugbear	19525800.txt:1 
builder	19525800.txt:1 
bull	19525800.txt:1 
bullbaiting	19525800.txt:1 
bundle	19525800.txt:3 
bureau	19525800.txt:1 
bustling	19525800.txt:1 
busy	19525800.txt:2 
but	19525800.txt:727 
butler	19525800.txt:1 
buttons	19525800.txt:1 
buy	19525800.txt:1 
cackled	19525800.txt:1 
calf	19525800.txt:2 
calmed	19525800.txt:2 
calming	19525800.txt:1 
cambric	19525800.txt:1 
came	19525800.txt:152 
campaign	19525800.txt:1 
campaigning	19525800.txt:1 
can	19525800.txt:120 
candlelight	19525800.txt:1 
canonicorum	19525800.txt:4 
caprices	19525800.txt:1 
captain	19525800.txt:10 
captivity	19525800.txt:5 
capture	19525800.txt:1 
care	19525800.txt:32 
cared	19525800.txt:5 
careering	19525800.txt:3 
carelessly	19525800.txt:2 
cares	19525800.txt:1 
caressed	19525800.txt:2 
caresses	19525800.txt:3 
caressing	19525800.txt:8 
carnation	19525800.txt:1 
carpet	19525800.txt:5 
cart	19525800.txt:3 
carved	19525800.txt:9 
castles	19525800.txt:1 
catherine	19525800.txt:2 
caused	19525800.txt:9 
causing	19525800.txt:2 
cautious	19525800.txt:3 
cavern	19525800.txt:1 
censorious	19525800.txt:2 
chained	19525800.txt:1 
chairs	19525800.txt:5 
chaises	19525800.txt:1 
change	19525800.txt:8 
chapters	19525800.txt:1 
characteristic	19525800.txt:1 
charity	19525800.txt:3 
charmingly	19525800.txt:1 
